Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00     862/44468       __gcc_deregister_frame [206]
-----------------------------------------------
                0.00    0.00     860/860         std::packaged_task<sf::Image ()>::~packaged_task() <cycle 1> [473]
[452]    0.0    0.00    0.00     860         std::__future_base::_State_baseV2::_M_break_promise(std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>) [452]
                0.00    0.00     853/853         std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::operator bool() const [471]
-----------------------------------------------
                0.00    0.00     859/859         std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}, std::allocator<int>, sf::Image ()>, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}) [1083]
[453]    0.0    0.00    0.00     859         std::_Sp_ebo_helper<0, std::allocator<int>, true>::_Sp_ebo_helper(std::allocator<int> const&) [453]
                0.00    0.00     861/1704        std::allocator<int>::allocator(std::allocator<int> const&) [348]
-----------------------------------------------
                0.00    0.00     858/858         RaycastEngine::multi_render(sf::RenderWindow&) <cycle 1> [3]
[454]    0.0    0.00    0.00     858         sf::Rect<int>::Rect() [454]
-----------------------------------------------
                0.00    0.00     858/858         std::packaged_task<sf::Image ()>::~packaged_task() <cycle 1> [473]
[455]    0.0    0.00    0.00     858         std::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::unique() const [455]
                0.00    0.00     862/862         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_unique() const [442]
-----------------------------------------------
                0.00    0.00     858/858         std::future<decltype ({parm#1}())> ThreadPool::submit<RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}>(RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}) [6]
[456]    0.0    0.00    0.00     858         std::shared_ptr<std::packaged_task<sf::Image ()> >::shared_ptr(std::shared_ptr<std::packaged_task<sf::Image ()> > const&) [456]
                0.00    0.00     863/863         std::__shared_ptr<std::packaged_task<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<std::packaged_task<sf::Image ()>, (__gnu_cxx::_Lock_policy)2> const&) [441]
-----------------------------------------------
                0.00    0.00     858/858         std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::tuple(std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>&&) [495]
[457]    0.0    0.00    0.00     858         std::_Tuple_impl<0ull, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::_Tuple_impl(std::_Tuple_impl<0ull, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>&&) [457]
                0.00    0.00     867/867         std::_Head_base<0ull, std::__future_base::_Result_base*, false>::_Head_base<std::__future_base::_Result_base*>(std::__future_base::_Result_base*&&) [425]
                0.00    0.00     864/6931        std::_Tuple_impl<0ull, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::_M_head(std::_Tuple_impl<0ull, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>&) [211]
                0.00    0.00     863/3461        std::__future_base::_Result_base*&& std::forward<std::__future_base::_Result_base*>(std::remove_reference<std::__future_base::_Result_base*>::type&) [233]
                0.00    0.00     857/857         std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>::_Tuple_impl(std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>&&) [463]
                0.00    0.00     854/2586        std::remove_reference<std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>&>::type&& std::move<std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>&>(std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>&) [262]
                0.00    0.00     838/4302        std::_Tuple_impl<0ull, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::_M_tail(std::_Tuple_impl<0ull, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>&) [227]
-----------------------------------------------
                                 858             std::future<sf::Image>::get() <cycle 1> [412]
[458]    0.0    0.00    0.00     858         std::__basic_future<sf::Image>::_Reset::~_Reset() <cycle 1> [458]
                                 873             std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::reset() <cycle 1> [405]
-----------------------------------------------
                0.00    0.00       1/858         ThreadPool::~ThreadPool() [749]
                0.00    0.00     857/858         std::__atomic_futex_unsigned<2147483648u>::~__atomic_futex_unsigned() [416]
[459]    0.0    0.00    0.00     858         std::mutex::~mutex() [459]
                0.00    0.00     870/870         std::__mutex_base::~__mutex_base() [420]
-----------------------------------------------
                0.00    0.00     858/858         std::__future_base::_State_baseV2::_State_baseV2() [440]
[460]    0.0    0.00    0.00     858         std::once_flag::once_flag() [460]
-----------------------------------------------
                0.00    0.00     858/858         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2> > >::get() [475]
[461]    0.0    0.00    0.00     858         std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2>*) [461]
-----------------------------------------------
                                 857             void std::allocator_traits<std::allocator<std::packaged_task<sf::Image ()> > >::destroy<std::packaged_task<sf::Image ()> >(std::allocator<std::packaged_task<sf::Image ()> >&, std::packaged_task<sf::Image ()>*) <cycle 1> [446]
[462]    0.0    0.00    0.00     857         void __gnu_cxx::new_allocator<std::packaged_task<sf::Image ()> >::destroy<std::packaged_task<sf::Image ()> >(std::packaged_task<sf::Image ()>*) <cycle 1> [462]
                                 851             std::packaged_task<sf::Image ()>::~packaged_task() <cycle 1> [473]
-----------------------------------------------
                0.00    0.00     857/857         std::_Tuple_impl<0ull, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::_Tuple_impl(std::_Tuple_impl<0ull, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>&&) [457]
[463]    0.0    0.00    0.00     857         std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>::_Tuple_impl(std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>&&) [463]
                0.00    0.00     867/7794        std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>::_M_head(std::_Tuple_impl<1ull, std::__future_base::_Result_base::_Deleter>&) [210]
                0.00    0.00     865/18969       std::__future_base::_Result_base::_Deleter&& std::forward<std::__future_base::_Result_base::_Deleter>(std::remove_reference<std::__future_base::_Result_base::_Deleter>::type&) [207]
                0.00    0.00     862/3460        std::_Head_base<1ull, std::__future_base::_Result_base::_Deleter, true>::_Head_base<std::__future_base::_Result_base::_Deleter>(std::__future_base::_Result_base::_Deleter&&) [234]
-----------------------------------------------
                0.00    0.00       1/857         ThreadPool::ThreadPool(unsigned int) [748]
                0.00    0.00     856/857         std::__atomic_futex_unsigned<2147483648u>::__atomic_futex_unsigned(unsigned int) [470]
[464]    0.0    0.00    0.00     857         std::mutex::mutex() [464]
                0.00    0.00     860/860         std::__mutex_base::__mutex_base() [451]
-----------------------------------------------
                0.00    0.00     856/856         std::__future_base::_Task_state_base<sf::Image ()>::_Task_state_base<std::allocator<int> >(std::allocator<int> const&) [444]
[465]    0.0    0.00    0.00     856         std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter> std::__future_base::_S_allocate_result<sf::Image, int>(std::allocator<int> const&) [465]
                0.00    0.00     820/820         std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>::unique_ptr<std::__future_base::_Result_base::_Deleter, void>(std::__future_base::_Result<sf::Image>*) [507]
                0.00    0.00     814/814         std::__future_base::_Result<sf::Image>::_Result() [513]
-----------------------------------------------
                0.00    0.00     856/856         std::__uniq_ptr_impl<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>::__uniq_ptr_impl<std::__future_base::_Result_base::_Deleter>(std::__future_base::_Result<sf::Image>*, std::__future_base::_Result_base::_Deleter&&) [433]
[466]    0.0    0.00    0.00     856         std::tuple<std::__future_base::_Result<sf::Image>*, std::__future_base::_Result_base::_Deleter>::tuple<std::__future_base::_Result<sf::Image>*&, std::__future_base::_Result_base::_Deleter, true>(std::__future_base::_Result<sf::Image>*&, std::__future_base::_Result_base::_Deleter&&) [466]
                0.00    0.00     865/2581        std::__future_base::_Result<sf::Image>*& std::forward<std::__future_base::_Result<sf::Image>*&>(std::remove_reference<std::__future_base::_Result<sf::Image>*&>::type&) [266]
                0.00    0.00     864/864         std::_Tuple_impl<0ull, std::__future_base::_Result<sf::Image>*, std::__future_base::_Result_base::_Deleter>::_Tuple_impl<std::__future_base::_Result<sf::Image>*&, std::__future_base::_Result_base::_Deleter, void>(std::__future_base::_Result<sf::Image>*&, std::__future_base::_Result_base::_Deleter&&) [439]
                0.00    0.00     862/18969       std::__future_base::_Result_base::_Deleter&& std::forward<std::__future_base::_Result_base::_Deleter>(std::remove_reference<std::__future_base::_Result_base::_Deleter>::type&) [207]
-----------------------------------------------
                0.00    0.00     855/855         std::_Tuple_impl<0ull, std::__future_base::_Result<sf::Image>*, std::__future_base::_Result_base::_Deleter>::_Tuple_impl<std::__future_base::_Result<sf::Image>*&, std::__future_base::_Result_base::_Deleter, void>(std::__future_base::_Result<sf::Image>*&, std::__future_base::_Result_base::_Deleter&&) [439]
[467]    0.0    0.00    0.00     855         std::_Head_base<0ull, std::__future_base::_Result<sf::Image>*, false>::_Head_base<std::__future_base::_Result<sf::Image>*&>(std::__future_base::_Result<sf::Image>*&) [467]
                0.00    0.00     859/2581        std::__future_base::_Result<sf::Image>*& std::forward<std::__future_base::_Result<sf::Image>*&>(std::remove_reference<std::__future_base::_Result<sf::Image>*&>::type&) [266]
-----------------------------------------------
                0.00    0.00     854/854         std::atomic_flag::atomic_flag(bool) [482]
[468]    0.0    0.00    0.00     854         std::atomic_flag::_S_init(bool) [468]
-----------------------------------------------
                0.00    0.00     854/854         std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, void>(std::shared_ptr<std::__future_base::_Task_state_base<sf::Image ()> > const&) [480]
[469]    0.0    0.00    0.00     854         std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, void>(std::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2> const&) [469]
                0.00    0.00     853/2564        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [271]
-----------------------------------------------
                0.00    0.00     854/854         std::__future_base::_State_baseV2::_State_baseV2() [440]
[470]    0.0    0.00    0.00     854         std::__atomic_futex_unsigned<2147483648u>::__atomic_futex_unsigned(unsigned int) [470]
                0.00    0.00     856/857         std::mutex::mutex() [464]
-----------------------------------------------
                0.00    0.00     853/853         std::__future_base::_State_baseV2::_M_break_promise(std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>) [452]
[471]    0.0    0.00    0.00     853         std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::operator bool() const [471]
                0.00    0.00     853/1685        std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::get() const [361]
-----------------------------------------------
                0.00    0.00     852/852         void __gnu_cxx::new_allocator<std::future<sf::Image> >::construct<std::future<sf::Image>, std::future<sf::Image> >(std::future<sf::Image>*, std::future<sf::Image>&&) [477]
[472]    0.0    0.00    0.00     852         std::future<sf::Image>::future(std::future<sf::Image>&&) [472]
                0.00    0.00     852/1693        std::remove_reference<std::future<sf::Image>&>::type&& std::move<std::future<sf::Image>&>(std::future<sf::Image>&) [357]
                0.00    0.00     851/851         std::__basic_future<sf::Image>::__basic_future(std::future<sf::Image>&&) [474]
-----------------------------------------------
                                 851             void __gnu_cxx::new_allocator<std::packaged_task<sf::Image ()> >::destroy<std::packaged_task<sf::Image ()> >(std::packaged_task<sf::Image ()>*) <cycle 1> [462]
[473]    0.0    0.00    0.00     851         std::packaged_task<sf::Image ()>::~packaged_task() <cycle 1> [473]
                0.00    0.00    1724/2521        std::__shared_ptr_access<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [281]
                0.00    0.00     864/1673        std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter, void>(std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>&&) [370]
                0.00    0.00     860/860         std::__future_base::_State_baseV2::_M_break_promise(std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>) [452]
                0.00    0.00     860/2576        std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::~unique_ptr() [267]
                0.00    0.00     859/1645        std::remove_reference<std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>&>::type&& std::move<std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>&>(std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>&) [375]
                0.00    0.00     858/858         std::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::unique() const [455]
                0.00    0.00     855/1686        std::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::operator bool() const [359]
                                 847             std::shared_ptr<std::__future_base::_Task_state_base<sf::Image ()> >::~shared_ptr() <cycle 1> [481]
-----------------------------------------------
                0.00    0.00     851/851         std::future<sf::Image>::future(std::future<sf::Image>&&) [472]
[474]    0.0    0.00    0.00     851         std::__basic_future<sf::Image>::__basic_future(std::future<sf::Image>&&) [474]
                0.00    0.00     855/1705        std::remove_reference<std::shared_ptr<std::__future_base::_State_baseV2>&>::type&& std::move<std::shared_ptr<std::__future_base::_State_baseV2>&>(std::shared_ptr<std::__future_base::_State_baseV2>&) [347]
                0.00    0.00     847/847         std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr(std::shared_ptr<std::__future_base::_State_baseV2>&&) [478]
-----------------------------------------------
                0.00    0.00     851/851         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}>(std::_Sp_make_shared_tag, std::packaged_task<sf::Image ()>*, std::allocator<std::packaged_task<sf::Image ()> > const&, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}&&) [36]
[475]    0.0    0.00    0.00     851         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2> > >::get() [475]
                0.00    0.00     858/858         std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2>*) [461]
-----------------------------------------------
                0.00    0.00     849/849         std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr(std::shared_ptr<std::__future_base::_State_baseV2>&&) [478]
[476]    0.0    0.00    0.00     849         std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>&&) [476]
                0.00    0.00     851/4313        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [226]
                0.00    0.00     850/4317        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [225]
-----------------------------------------------
                0.00    0.00     848/848         void std::allocator_traits<std::allocator<std::future<sf::Image> > >::construct<std::future<sf::Image>, std::future<sf::Image> >(std::allocator<std::future<sf::Image> >&, std::future<sf::Image>*, std::future<sf::Image>&&) [488]
[477]    0.0    0.00    0.00     848         void __gnu_cxx::new_allocator<std::future<sf::Image> >::construct<std::future<sf::Image>, std::future<sf::Image> >(std::future<sf::Image>*, std::future<sf::Image>&&) [477]
                0.00    0.00     852/6850        operator new(unsigned long long, void*) [213]
                0.00    0.00     852/852         std::future<sf::Image>::future(std::future<sf::Image>&&) [472]
                0.00    0.00     850/2536        std::future<sf::Image>&& std::forward<std::future<sf::Image> >(std::remove_reference<std::future<sf::Image> >::type&) [280]
-----------------------------------------------
                0.00    0.00     847/847         std::__basic_future<sf::Image>::__basic_future(std::future<sf::Image>&&) [474]
[478]    0.0    0.00    0.00     847         std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr(std::shared_ptr<std::__future_base::_State_baseV2>&&) [478]
                0.00    0.00     850/1705        std::remove_reference<std::shared_ptr<std::__future_base::_State_baseV2>&>::type&& std::move<std::shared_ptr<std::__future_base::_State_baseV2>&>(std::shared_ptr<std::__future_base::_State_baseV2>&) [347]
                0.00    0.00     849/849         std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>&&) [476]
-----------------------------------------------
                0.00    0.00     847/847         std::__basic_future<sf::Image>::__basic_future(std::shared_ptr<std::__future_base::_State_baseV2> const&) [490]
[479]    0.0    0.00    0.00     847         std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr(std::shared_ptr<std::__future_base::_State_baseV2> const&) [479]
                0.00    0.00     844/844         std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2> const&) [487]
-----------------------------------------------
                0.00    0.00     847/847         std::packaged_task<sf::Image ()>::get_future() [75]
[480]    0.0    0.00    0.00     847         std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, void>(std::shared_ptr<std::__future_base::_Task_state_base<sf::Image ()> > const&) [480]
                0.00    0.00     854/854         std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, void>(std::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2> const&) [469]
-----------------------------------------------
                                 847             std::packaged_task<sf::Image ()>::~packaged_task() <cycle 1> [473]
[481]    0.0    0.00    0.00     847         std::shared_ptr<std::__future_base::_Task_state_base<sf::Image ()> >::~shared_ptr() <cycle 1> [481]
                                 843             std::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 1> [489]
-----------------------------------------------
                0.00    0.00     845/845         std::__future_base::_State_baseV2::_State_baseV2() [440]
[482]    0.0    0.00    0.00     845         std::atomic_flag::atomic_flag(bool) [482]
                0.00    0.00     854/854         std::atomic_flag::_S_init(bool) [468]
-----------------------------------------------
                0.00    0.00     845/845         std::__shared_ptr<std::packaged_task<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<std::packaged_task<sf::Image ()> >, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}>(std::_Sp_make_shared_tag, std::allocator<std::packaged_task<sf::Image ()> > const&, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}&&) [20]
[483]    0.0    0.00    0.00     845         std::enable_if<!std::__shared_ptr<std::packaged_task<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::__has_esft_base<std::packaged_task<sf::Image ()>, void>::value, void>::type std::__shared_ptr<std::packaged_task<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<std::packaged_task<sf::Image ()>, std::packaged_task<sf::Image ()> >(std::packaged_task<sf::Image ()>*) [483]
-----------------------------------------------
                0.00    0.00     845/845         std::__basic_future<sf::Image>::__basic_future(std::shared_ptr<std::__future_base::_State_baseV2> const&) [490]
[484]    0.0    0.00    0.00     845         std::__future_base::_State_baseV2::_M_set_retrieved_flag() [484]
-----------------------------------------------
                0.00    0.00     844/844         std::_Tuple_impl<0ull, std::__future_base::_Result<sf::Image>*, std::__future_base::_Result_base::_Deleter>::_Tuple_impl() [496]
[485]    0.0    0.00    0.00     844         std::_Head_base<0ull, std::__future_base::_Result<sf::Image>*, false>::_Head_base() [485]
-----------------------------------------------
                0.00    0.00     844/844         std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}, std::allocator<int>, sf::Image ()>::_M_run()::{lambda()#1}, sf::Image>::operator()() const [80]
[486]    0.0    0.00    0.00     844         std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>::unique_ptr(std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>&&) [486]
                0.00    0.00     865/865         std::__uniq_ptr_impl<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>::__uniq_ptr_impl<std::__future_base::_Result_base::_Deleter>(std::__future_base::_Result<sf::Image>*, std::__future_base::_Result_base::_Deleter&&) [433]
                0.00    0.00     862/2588        std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>::release() [260]
                0.00    0.00     855/2554        std::unique_ptr<std::__future_base::_Result<sf::Image>, std::__future_base::_Result_base::_Deleter>::get_deleter() [275]
                0.00    0.00     855/18969       std::__future_base::_Result_base::_Deleter&& std::forward<std::__future_base::_Result_base::_Deleter>(std::remove_reference<std::__future_base::_Result_base::_Deleter>::type&) [207]
-----------------------------------------------
                0.00    0.00     844/844         std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr(std::shared_ptr<std::__future_base::_State_baseV2> const&) [479]
[487]    0.0    0.00    0.00     844         std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2> const&) [487]
                0.00    0.00     848/2564        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [271]
-----------------------------------------------
                0.00    0.00     844/844         std::future<sf::Image>& std::vector<std::future<sf::Image>, std::allocator<std::future<sf::Image> > >::emplace_back<std::future<sf::Image> >(std::future<sf::Image>&&) [497]
[488]    0.0    0.00    0.00     844         void std::allocator_traits<std::allocator<std::future<sf::Image> > >::construct<std::future<sf::Image>, std::future<sf::Image> >(std::allocator<std::future<sf::Image> >&, std::future<sf::Image>*, std::future<sf::Image>&&) [488]
                0.00    0.00     848/848         void __gnu_cxx::new_allocator<std::future<sf::Image> >::construct<std::future<sf::Image>, std::future<sf::Image> >(std::future<sf::Image>*, std::future<sf::Image>&&) [477]
                0.00    0.00     846/2536        std::future<sf::Image>&& std::forward<std::future<sf::Image> >(std::remove_reference<std::future<sf::Image> >::type&) [280]
-----------------------------------------------
                                 843             std::shared_ptr<std::__future_base::_Task_state_base<sf::Image ()> >::~shared_ptr() <cycle 1> [481]
[489]    0.0    0.00    0.00     843         std::__shared_ptr<std::__future_base::_Task_state_base<sf::Image ()>, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() <cycle 1> [489]
                                 852             std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() <cycle 1> [208]
-----------------------------------------------
                0.00    0.00     843/843         std::future<sf::Image>::future(std::shared_ptr<std::__future_base::_State_baseV2> const&) [502]
[490]    0.0    0.00    0.00     843         std::__basic_future<sf::Image>::__basic_future(std::shared_ptr<std::__future_base::_State_baseV2> const&) [490]
                0.00    0.00     847/847         std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr(std::shared_ptr<std::__future_base::_State_baseV2> const&) [479]
                0.00    0.00     845/845         std::__future_base::_State_baseV2::_M_set_retrieved_flag() [484]
                0.00    0.00     841/1707        std::__shared_ptr_access<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [344]
                0.00    0.00     839/1711        void std::__future_base::_State_baseV2::_S_check<std::__future_base::_State_baseV2>(std::shared_ptr<std::__future_base::_State_baseV2> const&) [338]
-----------------------------------------------
                0.00    0.00     843/843         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}>(std::_Sp_make_shared_tag, std::packaged_task<sf::Image ()>*, std::allocator<std::packaged_task<sf::Image ()> > const&, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}&&) [36]
[491]    0.0    0.00    0.00     843         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [491]
-----------------------------------------------
                0.00    0.00     843/843         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) const [71]
[492]    0.0    0.00    0.00     843         std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [492]
                0.00    0.00     845/2562        std::_Sp_counted_ptr_inplace<std::packaged_task<sf::Image ()>, std::allocator<std::packaged_task<sf::Image ()> >, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [272]
-----------------------------------------------
                0.00    0.00     843/843         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::__future_base::_Task_state<RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}, std::allocator<int>, sf::Image ()>, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}, {lambda()#1}, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1} const&>(std::_Sp_make_shared_tag, std::__future_base::_Task_state<RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1}, std::allocator<int>, sf::Image ()>*, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1} const&, {lambda()#1}&&, RaycastEngine::multi_render(sf::RenderWindow&)::{lambda()#1} const&) [4]
